symbol,timeframe,sample,variant,start,end,final_equity,total_return_pct,max_drawdown_pct,trade_count,profit_factor,expectancy,win_rate_pct,avg_win,avg_loss,exposure_time_pct,sharpe_simplified,avg_trade_duration_bars,exit_breakdown,side_breakdown
BTCUSDT,30m,full,short_only,2024-01-01 00:00:00+00:00,2026-04-30 23:30:00+00:00,9339.190559381617,-6.608094406183829,8.710130094631674,54.0,0.6643709516602294,-10.22368494119566,25.925925925925924,78.05923229031733,-41.122705972225205,1.1799843321582453,-1.621802468468507,8.925925925925926,"{""stop_loss"": {""count"": 37.0, ""mean"": -39.52202295882464, ""sum"": -1462.3148494765119}, ""take_profit"": {""count"": 13.0, ""mean"": 82.59754246794948, ""sum"": 1073.7680520833433}, ""trend_invalid"": {""count"": 4.0, ""mean"": -40.88304735784927, ""sum"": -163.5321894313971}}","{""short"": {""count"": 54.0, ""mean"": -10.223684941195664, ""sum"": -552.0789868245658}}"
BTCUSDT,30m,in_sample,both,2024-01-01 00:00:00+00:00,2025-06-30 23:30:00+00:00,9020.016113848755,-9.799838861512455,10.129558015998885,66.0,0.5751959677018583,-12.626010569138476,22.727272727272727,75.22219938511061,-38.46371937921174,2.3385131017672154,-2.1436142456579996,9.303030303030303,"{""stop_loss"": {""count"": 48.0, ""mean"": -36.755639849323266, ""sum"": -1764.270712767517}, ""take_profit"": {""count"": 14.0, ""mean"": 79.27824777032629, ""sum"": 1109.895468784568}, ""trend_invalid"": {""count"": 4.0, ""mean"": -44.735363395047656, ""sum"": -178.94145358019063}}","{""long"": {""count"": 31.0, ""mean"": -24.584428477770324, ""sum"": -762.11728281088}, ""short"": {""count"": 35.0, ""mean"": -2.034268992921697, ""sum"": -71.19941475225939}}"
BTCUSDT,30m,in_sample,long_only,2024-01-01 00:00:00+00:00,2025-06-30 23:30:00+00:00,9163.43050844511,-8.365694915548904,8.41195768899301,31.0,0.2920547831609601,-24.486728125290973,12.903225806451612,78.28834879745915,-39.71266544717988,1.2073430834856795,-2.6183499113364426,10.225806451612904,"{""stop_loss"": {""count"": 24.0, ""mean"": -39.05887086379394, ""sum"": -937.4129007310546}, ""take_profit"": {""count"": 4.0, ""mean"": 78.28834879745915, ""sum"": 313.1533951898366}, ""trend_invalid"": {""count"": 3.0, ""mean"": -44.9430221142675, ""sum"": -134.8290663428025}}","{""long"": {""count"": 31.0, ""mean"": -24.48672812529098, ""sum"": -759.0885718840204}}"
BTCUSDT,30m,in_sample,short_only,2024-01-01 00:00:00+00:00,2025-06-30 23:30:00+00:00,9843.49268053685,-1.5650731946314944,3.9528253341161723,35.0,0.9111003600503825,-2.383311999166967,31.428571428571427,77.71815372362259,-39.09648378877885,1.1311700182815356,-0.44506292711952855,8.485714285714286,"{""stop_loss"": {""count"": 24.0, ""mean"": -36.47596480750719, ""sum"": -875.4231553801726}, ""take_profit"": {""count"": 10.0, ""mean"": 83.58384909787492, ""sum"": 835.8384909787492}, ""trend_invalid"": {""count"": 1.0, ""mean"": -43.83125556942048, ""sum"": -43.83125556942048}}","{""short"": {""count"": 35.0, ""mean"": -2.3833119991669696, ""sum"": -83.41591997084393}}"
BTCUSDT,30m,out_of_sample,both,2025-07-01 00:00:00+00:00,2026-04-30 23:30:00+00:00,9836.91342697239,-1.6308657302760876,5.149708160410194,31.0,0.8975963074626482,-2.987326911157272,35.483870967741936,73.79334553645585,-45.216696757344494,2.905701754385965,-0.48154231459579155,13.67741935483871,"{""stop_loss"": {""count"": 15.0, ""mean"": -47.42548019176522, ""sum"": -711.3822028764782}, ""take_profit"": {""count"": 10.0, ""mean"": 80.77102584760978, ""sum"": 807.7102584760978}, ""trend_invalid"": {""count"": 6.0, ""mean"": -31.489198307582523, ""sum"": -188.93518984549513}}","{""long"": {""count"": 12.0, ""mean"": 32.85442694600806, ""sum"": 394.25312335209674}, ""short"": {""count"": 19.0, ""mean"": -25.62422408410381, ""sum"": -486.86025759797235}}"
BTCUSDT,30m,out_of_sample,long_only,2025-07-01 00:00:00+00:00,2026-04-30 23:30:00+00:00,10368.091827852026,3.680918278520262,1.2311936118024613,12.0,3.284080290830032,33.521670351771476,66.66666666666666,72.29683914347973,-44.02866723164502,1.6378837719298247,1.592304075651275,19.916666666666668,"{""stop_loss"": {""count"": 2.0, ""mean"": -53.09173304774958, ""sum"": -106.18346609549916}, ""take_profit"": {""count"": 7.0, ""mean"": 82.04842023149943, ""sum"": 574.338941620496}, ""trend_invalid"": {""count"": 3.0, ""mean"": -21.965143767913048, ""sum"": -65.89543130373914}}","{""long"": {""count"": 12.0, ""mean"": 33.52167035177148, ""sum"": 402.2600442212578}}"
BTCUSDT,30m,out_of_sample,short_only,2025-07-01 00:00:00+00:00,2026-04-30 23:30:00+00:00,9487.679691018242,-5.123203089817585,5.757359538011409,19.0,0.3367280547379701,-25.058663630237184,15.789473684210526,80.5708464215629,-44.8641967649497,1.2678179824561404,-2.1968455682418666,9.736842105263158,"{""stop_loss"": {""count"": 13.0, ""mean"": -45.86330929036204, ""sum"": -596.2230207747065}, ""take_profit"": {""count"": 3.0, ""mean"": 80.5708464215629, ""sum"": 241.71253926468873}, ""trend_invalid"": {""count"": 3.0, ""mean"": -40.53470915482962, ""sum"": -121.60412746448887}}","{""short"": {""count"": 19.0, ""mean"": -25.05866363023719, ""sum"": -476.1146089745066}}"
BTCUSDT,15m,full,both,2024-01-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,7375.090770203811,-26.249092297961884,26.249092297961884,181.0,0.5361274509357643,-11.92452454711514,22.099447513812155,62.36329128093489,-32.99908222883146,2.091901684292989,-4.179903126083617,9.441988950276244,"{""stop_loss"": {""count"": 130.0, ""mean"": -32.36393381654207, ""sum"": -4207.31139615047}, ""take_profit"": {""count"": 37.0, ""mean"": 67.29351804726547, ""sum"": 2489.8601677488223}, ""trend_invalid"": {""count"": 14.0, ""mean"": -31.491979616156566, ""sum"": -440.88771462619195}}","{""long"": {""count"": 90.0, ""mean"": -16.845522192933103, ""sum"": -1516.0969973639794}, ""short"": {""count"": 91.0, ""mean"": -7.057603798503959, ""sum"": -642.2419456638603}}"
BTCUSDT,15m,full,long_only,2024-01-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,8137.972250590741,-18.620277494092583,18.74661355637478,91.0,0.38941618894940394,-17.615324812197446,16.483516483516482,68.15684927008402,-34.54404338106879,1.155503329416373,-4.178136246058915,10.373626373626374,"{""stop_loss"": {""count"": 67.0, ""mean"": -33.56053803377339, ""sum"": -2248.556048262817}, ""take_profit"": {""count"": 14.0, ""mean"": 72.97765304754013, ""sum"": 1021.6871426655619}, ""trend_invalid"": {""count"": 10.0, ""mean"": -37.61256523127126, ""sum"": -376.12565231271265}}","{""long"": {""count"": 91.0, ""mean"": -17.61532481219745, ""sum"": -1602.9945579099679}}"
BTCUSDT,15m,full,short_only,2024-01-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,9042.17649913101,-9.578235008689894,10.790282631794456,91.0,0.7127749816807118,-7.707445333659582,27.472527472527474,69.6212823962514,-36.99863007983799,0.9400705052878966,-1.8695325759663812,8.43956043956044,"{""stop_loss"": {""count"": 64.0, ""mean"": -36.672468088251165, ""sum"": -2347.0379576480746}, ""take_profit"": {""count"": 23.0, ""mean"": 75.46185479881912, ""sum"": 1735.6226603728398}, ""trend_invalid"": {""count"": 4.0, ""mean"": -22.490557021946756, ""sum"": -89.96222808778703}}","{""short"": {""count"": 91.0, ""mean"": -7.707445333659578, ""sum"": -701.3775253630216}}"
BTCUSDT,15m,in_sample,both,2024-01-01 00:00:00+00:00,2025-06-30 23:45:00+00:00,7832.937659559624,-21.670623404403756,21.670623404403756,128.0,0.47174626644746626,-14.317624982983972,18.75,68.19234218823577,-33.358386637880834,2.3823126142595976,-3.983399893442427,9.7734375,"{""stop_loss"": {""count"": 94.0, ""mean"": -32.88139662609345, ""sum"": -3090.851282852784}, ""take_profit"": {""count"": 23.0, ""mean"": 71.12937257451316, ""sum"": 1635.9755692138026}, ""trend_invalid"": {""count"": 11.0, ""mean"": -34.343662198451504, ""sum"": -377.7802841829665}}","{""long"": {""count"": 70.0, ""mean"": -18.399128565593035, ""sum"": -1287.9389995915124}, ""short"": {""count"": 58.0, ""mean"": -9.391672383283373, ""sum"": -544.7169982304356}}"
BTCUSDT,15m,in_sample,long_only,2024-01-01 00:00:00+00:00,2025-06-30 23:45:00+00:00,8441.635847397614,-15.583641526023861,15.784404117033679,71.0,0.3581707134979715,-19.069706251914354,15.492957746478872,68.68789526552638,-35.158599863445154,1.416819012797075,-3.852116386115741,10.47887323943662,"{""stop_loss"": {""count"": 52.0, ""mean"": -34.00997122262792, ""sum"": -1768.5185035766517}, ""take_profit"": {""count"": 10.0, ""mean"": 75.49012515350914, ""sum"": 754.9012515350914}, ""trend_invalid"": {""count"": 9.0, ""mean"": -37.81465464937321, ""sum"": -340.3318918443589}}","{""long"": {""count"": 71.0, ""mean"": -19.069706251914358, ""sum"": -1353.9491438859193}}"
BTCUSDT,15m,in_sample,short_only,2024-01-01 00:00:00+00:00,2025-06-30 23:45:00+00:00,9258.05744411931,-7.4194255588069025,7.4194255588069025,58.0,0.6326198309667972,-10.070510591229233,22.413793103448278,77.36833022416626,-35.33062016012126,0.9712065813528336,-1.7966311233343424,8.793103448275861,"{""stop_loss"": {""count"": 43.0, ""mean"": -35.740063188852105, ""sum"": -1536.8227171206404}, ""take_profit"": {""count"": 13.0, ""mean"": 77.36833022416626, ""sum"": 1005.7882929141614}, ""trend_invalid"": {""count"": 2.0, ""mean"": -26.52759504240831, ""sum"": -53.05519008481662}}","{""short"": {""count"": 58.0, ""mean"": -10.070510591229233, ""sum"": -584.0896142912956}}"
BTCUSDT,15m,out_of_sample,both,2025-07-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,9415.53255588996,-5.844674441100395,6.291268600162391,53.0,0.7248544774282606,-7.844364349722152,30.18867924528302,68.454502757624,-40.838469044790756,1.5693530701754383,-1.5292324202424399,8.641509433962264,"{""stop_loss"": {""count"": 36.0, ""mean"": -39.59194895652601, ""sum"": -1425.3101624349363}, ""take_profit"": {""count"": 14.0, ""mean"": 77.86614320116097, ""sum"": 1090.1260048162535}, ""trend_invalid"": {""count"": 3.0, ""mean"": -26.855717638863705, ""sum"": -80.56715291659111}}","{""long"": {""count"": 20.0, ""mean"": -14.56408553364806, ""sum"": -291.2817106729612}, ""short"": {""count"": 33.0, ""mean"": -3.7718060564337152, ""sum"": -124.4695998623126}}"
BTCUSDT,15m,out_of_sample,long_only,2025-07-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,9640.278729980411,-3.5972127001958842,3.762154759673164,20.0,0.5171960066490222,-14.751016184903564,20.0,79.00894327629493,-38.191006050203185,0.6853070175438596,-1.641756104802209,10.0,"{""stop_loss"": {""count"": 15.0, ""mean"": -37.910309752277946, ""sum"": -568.6546462841692}, ""take_profit"": {""count"": 4.0, ""mean"": 79.00894327629493, ""sum"": 316.0357731051797}, ""trend_invalid"": {""count"": 1.0, ""mean"": -42.40145051908186, ""sum"": -42.40145051908186}}","{""long"": {""count"": 20.0, ""mean"": -14.751016184903563, ""sum"": -295.02032369807125}}"
BTCUSDT,15m,out_of_sample,short_only,2025-07-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,9766.867556026667,-2.331324439733329,4.097561261214522,33.0,0.8623781553887448,-3.83790231642449,36.36363636363637,66.13585660227794,-43.82290741282588,0.8840460526315789,-0.722267730364057,7.818181818181818,"{""stop_loss"": {""count"": 21.0, ""mean"": -41.67205775357424, ""sum"": -875.1132128250589}, ""take_profit"": {""count"": 10.0, ""mean"": 78.83274127076, ""sum"": 788.3274127075999}, ""trend_invalid"": {""count"": 2.0, ""mean"": -19.932488162274705, ""sum"": -39.86497632454941}}","{""short"": {""count"": 33.0, ""mean"": -3.837902316424494, ""sum"": -126.6507764420083}}"
