symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,notional,margin_used,leverage,gross_pnl,fees,last_bar_funding_pnl,net_pnl,r_multiple,bars_held,exit_reason,timeframe,sample,variant
BTCUSDT,long,2025-06-09 10:00:00+00:00,2025-06-09 17:00:00+00:00,106593.9686,108099.34708507005,0.05844528870504172,6229.915269043151,3114.9576345215755,2,87.98228017027806,5.019125127302633,0.0,82.96315504297543,1.6615113432457234,7,take_profit,1h,full,both
BTCUSDT,short,2025-06-20 17:00:00+00:00,2025-06-21 21:00:00+00:00,103599.31088,101313.21055159076,0.03911203915779543,4051.980303859182,2025.990151929591,2,89.41404556339134,3.2058186248619895,0.0,86.20822693852935,1.7126997472742167,28,take_profit,1h,full,both
BTCUSDT,long,2025-07-02 15:00:00+00:00,2025-07-03 09:00:00+00:00,108128.92895,109795.65324491156,0.05375531856271049,5812.505021551939,2906.2525107759693,2,89.59529542917998,4.685842135413223,0.0,84.90945329376676,1.672791319266264,18,take_profit,1h,full,both
BTCUSDT,long,2025-07-21 07:00:00+00:00,2025-07-21 11:00:00+00:00,119194.24755,118047.81850418336,0.04605929556652383,5490.003077734858,2745.001538867429,2,-52.80371426731633,4.370880976480961,0.0,-57.17459524379729,-1.117300919644247,4,stop_loss,1h,full,both
BTCUSDT,long,2025-07-22 19:00:00+00:00,2025-07-23 06:00:00+00:00,119803.9304,118364.57997,0.03000077518760933,3594.210782522395,1797.1053912611976,2,-43.18162866661856,2.8580959745512686,0.0,-46.039724641169826,-0.905002856448887,11,trend_invalid,1h,full,both
BTCUSDT,short,2025-08-05 08:00:00+00:00,2025-08-05 09:00:00+00:00,113890.52259000001,114785.73345602458,0.05882217799915094,6699.288592205301,3349.6442961026505,2,-52.65825290807145,5.3804941749274695,0.0,-58.03874708299892,-1.1462569928255835,1,stop_loss,1h,full,both
BTCUSDT,short,2025-08-05 15:00:00+00:00,2025-08-05 23:00:00+00:00,112941.70732000002,114183.93564864335,0.04166421752353621,4705.627861260043,2352.8139306300213,2,-51.756471298494844,3.7852048775274323,0.0,-55.54167617602228,-1.1035570208924999,8,stop_loss,1h,full,both
BTCUSDT,long,2025-09-08 09:00:00+00:00,2025-09-09 00:00:00+00:00,111673.492,111639.9899524,0.06620277678402987,7393.095263569146,3696.547631784573,2,-2.2179285790702,5.913589039423689,-0.28172284708273443,-8.131517618493888,-0.16248837175453892,15,stop_loss,1h,full,both
BTCUSDT,short,2025-10-14 04:00:00+00:00,2025-10-14 10:00:00+00:00,113406.86773,110795.92254386954,0.03402627932862205,3858.8137591650743,1929.4068795825372,2,88.84075021499596,3.051514707246061,0.0,85.78923550774991,1.7163300659882892,6,take_profit,1h,full,both
BTCUSDT,short,2025-11-06 17:00:00+00:00,2025-11-07 14:00:00+00:00,100800.25085,100830.490925255,0.025960327155007592,2616.807489372832,1308.403744686416,2,-0.7850422468119018,2.0937600083969903,0.0,-2.8788022552088925,-0.05711288636709655,21,stop_loss,1h,full,both
BTCUSDT,short,2025-11-13 17:00:00+00:00,2025-11-14 04:00:00+00:00,100550.12591,97136.11909376277,0.02634065322220296,2648.555998044155,1324.2779990220774,2,89.92716964474215,2.082873930577427,0.0,87.84429571416472,1.743431887489764,11,take_profit,1h,full,both
BTCUSDT,short,2025-11-17 18:00:00+00:00,2025-11-18 04:00:00+00:00,92696.18280000001,89207.36985238637,0.026020728118967253,2412.0221703048887,1206.0110851524444,2,90.78145316778722,1.893305154976796,0.0,88.88814801281043,1.7490471711594513,10,take_profit,1h,full,both
BTCUSDT,long,2025-11-30 14:00:00+00:00,2025-11-30 21:00:00+00:00,91754.41806999999,90952.74409832916,0.06619555954724707,6073.735045075687,3036.8675225378433,2,-53.06725712921417,4.837761133208864,0.0,-57.905018262423035,-1.129622254518859,7,stop_loss,1h,full,both
BTCUSDT,short,2025-12-18 20:00:00+00:00,2025-12-19 03:00:00+00:00,84421.6659,86380.28723714151,0.02636645423968896,2225.89999079066,1112.94999539533,2,-51.64189985861995,1.801376752575976,0.0,-53.44327661119593,-1.0487537450772493,7,stop_loss,1h,full,both
BTCUSDT,long,2026-01-01 23:00:00+00:00,2026-01-02 04:00:00+00:00,88630.08105,88603.492025685,0.09429566285479347,8357.432241483819,4178.716120741909,2,-2.507229672444349,6.684942901318078,0.0,-9.192172573762427,-0.18134884304162693,5,stop_loss,1h,full,both
BTCUSDT,short,2026-01-29 03:00:00+00:00,2026-01-29 15:00:00+00:00,87831.54263,85615.176502619,0.04064382868050287,3569.810171398004,1784.905085699002,2,90.08160517454294,2.8198154950485863,0.0,87.26178967949436,1.7236856878650129,12,take_profit,1h,full,both
BTCUSDT,short,2026-02-03 17:00:00+00:00,2026-02-03 18:00:00+00:00,76435.26254,73283.56358871194,0.028956224308305,2213.2766071724222,1106.6383035862111,2,91.26130178574651,1.7341167650236393,0.0,89.52718502072287,1.7535684346719091,1,take_profit,1h,full,both
BTCUSDT,short,2026-02-09 11:00:00+00:00,2026-02-09 16:00:00+00:00,68673.49177000001,70230.46033043692,0.03352907301142626,2302.5585195059107,1151.2792597529553,2,-52.20371253938457,1.8629283006204824,0.0,-54.06664084000505,-1.0498887386373565,5,stop_loss,1h,full,both
BTCUSDT,short,2026-02-15 18:00:00+00:00,2026-02-16 12:00:00+00:00,68587.21766000001,69638.870871072,0.049693594082812244,3408.345353665532,1704.172676832766,2,-52.26042778689731,2.747580454047185,0.0,-55.0080082409445,-1.073902027124632,18,stop_loss,1h,full,both
BTCUSDT,long,2026-04-20 19:00:00+00:00,2026-04-21 14:00:00+00:00,76412.21679,75606.21132999999,0.0466881155159234,3567.5424043193016,1783.7712021596508,2,-37.63087602294567,2.8389815730462633,0.0,-40.46985759599194,-0.7944503521633135,19,trend_invalid,1h,full,both
BTCUSDT,long,2026-04-26 19:00:00+00:00,2026-04-26 22:00:00+00:00,78261.57143,78238.092958571,0.10164906763484655,7955.215767497444,3977.607883748722,2,-2.386564730249224,6.3632179881058555,0.0,-8.74978271835508,-0.17246857381660188,3,stop_loss,1h,full,both
BTCUSDT,short,2026-04-29 19:00:00+00:00,2026-04-30 01:00:00+00:00,75447.45897,76461.9810800378,0.05110271487521002,3855.5699838030173,1927.7849919015086,2,-51.84483412385797,3.105193920691957,0.0,-54.95002804454993,-1.0844053060944794,6,stop_loss,1h,full,both
BTCUSDT,long,2024-01-08 12:00:00+00:00,2024-01-08 18:00:00+00:00,44650.591159999996,46049.89108563173,0.06368890202155032,2843.7471255935407,1421.8735627967703,2,89.11987586232219,2.3106456508197617,0.0,86.80923021150242,1.7361846042300488,6,take_profit,1h,full,long_only
BTCUSDT,long,2024-02-07 18:00:00+00:00,2024-02-07 21:00:00+00:00,43501.64658,44345.77968980959,0.10585974497066267,4605.0732127627,2302.53660638135,2,89.35971572573565,3.719802456500454,0.0,85.6399132692352,1.6982972929978113,3,take_profit,1h,full,long_only
BTCUSDT,long,2024-04-10 23:00:00+00:00,2024-04-11 11:00:00+00:00,70605.47529,70022.28701,0.038917445420495946,2747.78473098675,1373.892365493375,2,-22.69619805677299,2.189149305566691,0.0,-24.88534736233968,-0.48942666815983094,12,trend_invalid,1h,full,long_only
BTCUSDT,long,2024-09-17 13:00:00+00:00,2024-09-17 15:00:00+00:00,59363.60374,60722.65641402139,0.0662760425936629,3934.3847299855665,1967.1923649927833,2,90.0726329104731,3.1835368371526425,0.0,86.88909607332046,1.7134071356860026,2,take_profit,1h,full,long_only
BTCUSDT,long,2024-10-20 15:00:00+00:00,2024-10-20 21:00:00+00:00,68642.68663,68622.093824011,0.13421170450517517,9212.651974426897,4606.325987213449,2,-2.763795592327978,7.3690160613045865,0.0,-10.132811653632565,-0.19814691455262723,6,stop_loss,1h,full,long_only
BTCUSDT,long,2024-11-18 07:00:00+00:00,2024-11-18 11:00:00+00:00,92240.16374999999,90860.02924947492,0.03774512189898106,3481.616224725724,1740.808112362862,2,-52.09334495930837,2.764455641796856,0.0,-54.857800601105225,-1.0742912410229668,4,stop_loss,1h,full,long_only
BTCUSDT,long,2024-12-02 02:00:00+00:00,2024-12-02 03:00:00+00:00,98108.82381999999,97093.15073315045,0.05146957835538027,5049.619794957688,2524.809897478844,2,-52.27626552705314,4.018785329755329,0.0,-56.29505085680847,-1.1086807095808,1,stop_loss,1h,full,long_only
BTCUSDT,long,2025-01-20 07:00:00+00:00,2025-01-20 16:00:00+00:00,107583.56539,103888.52717562839,0.01377918543253801,1482.4138970023885,741.2069485011942,2,-50.91461673614058,1.1655652709074547,-0.14466711668879928,-52.08018200704804,-1.0315963697225576,9,stop_loss,1h,full,long_only
BTCUSDT,long,2025-04-19 09:00:00+00:00,2025-04-19 16:00:00+00:00,85295.78106,84761.55146410315,0.09870595642770025,8419.201648775019,4209.600824387509,2,-52.73164321498201,6.714268661734023,0.16413865670330843,-59.44591187671603,-1.1836875458235057,7,stop_loss,1h,full,long_only
BTCUSDT,long,2025-05-26 01:00:00+00:00,2025-05-27 01:00:00+00:00,109532.95003,108437.16654283166,0.03764469707552343,4123.3347236677955,2061.6673618338978,2,-41.250437434813044,3.2821676039603114,0.0,-44.532605038773355,-0.8922992542243241,24,stop_loss,1h,full,long_only
BTCUSDT,long,2025-06-09 10:00:00+00:00,2025-06-09 17:00:00+00:00,106593.9686,108099.34708507005,0.0581437438828933,6197.772409739569,3098.8862048697847,2,87.52834108273156,4.993229264224748,0.0,82.5351118185068,1.6615113432457234,7,take_profit,1h,full,long_only
BTCUSDT,long,2025-07-02 15:00:00+00:00,2025-07-03 09:00:00+00:00,108128.92895,109795.65324491156,0.05303079344379117,5734.162896445821,2867.0814482229107,2,88.38771181120346,4.622685401881139,0.0,83.76502640932232,1.6727913192662638,18,take_profit,1h,full,long_only
BTCUSDT,long,2025-07-21 07:00:00+00:00,2025-07-21 11:00:00+00:00,119194.24755,118047.81850418336,0.045438499011132845,5416.007699433399,2708.0038497166993,2,-52.09201506467319,4.311969353520849,0.0,-56.40398441819404,-1.1173009196442472,4,stop_loss,1h,full,long_only
BTCUSDT,long,2025-07-22 19:00:00+00:00,2025-07-23 06:00:00+00:00,119803.9304,118364.57997,0.0295964186366363,3545.767278432838,1772.883639216419,2,-42.59961789110221,2.8195739755898295,0.0,-45.419191866692046,-0.9050028564488872,11,trend_invalid,1h,full,long_only
BTCUSDT,long,2025-09-08 09:00:00+00:00,2025-09-09 00:00:00+00:00,111673.492,111639.9899524,0.0660799340193467,7379.376983070041,3689.6884915350206,2,-2.2138130949204693,5.902616061218065,-0.28120009539328555,-8.116429156138533,-0.16248837175453895,15,stop_loss,1h,full,long_only
BTCUSDT,long,2025-11-30 14:00:00+00:00,2025-11-30 21:00:00+00:00,91754.41806999999,90952.74409832916,0.0644274995778297,5911.507731468934,2955.753865734467,2,-51.649849471379156,4.708546245386596,0.0,-56.35839571676575,-1.1296222545188592,7,stop_loss,1h,full,long_only
BTCUSDT,long,2026-01-01 23:00:00+00:00,2026-01-02 04:00:00+00:00,88630.08105,88603.492025685,0.09226783051079458,8177.705296479387,4088.8526482396933,2,-2.4533115889430364,6.541182912547932,0.0,-8.99449450149097,-0.18134884304162696,5,stop_loss,1h,full,long_only
BTCUSDT,long,2026-04-20 19:00:00+00:00,2026-04-21 14:00:00+00:00,76412.21679,75606.21132999999,0.04540106725834899,3469.196193842334,1734.598096921167,2,-36.59350810005719,2.7607195518338443,0.0,-39.354227651891044,-0.7944503521633135,19,trend_invalid,1h,full,long_only
BTCUSDT,long,2026-04-26 19:00:00+00:00,2026-04-26 22:00:00+00:00,78261.57143,78238.092958571,0.09884691436869314,7735.914849500571,3867.9574247502856,2,-2.3207744548501625,6.1878035698185165,0.0,-8.50857802466868,-0.17246857381660188,3,stop_loss,1h,full,long_only
BTCUSDT,short,2024-03-22 12:00:00+00:00,2024-03-22 15:00:00+00:00,64248.81957,64268.094215870995,0.034429582992971615,2212.060065585774,1106.030032792887,2,-0.6636180196755703,1.7699134996764894,0.0,-2.43353151935206,-0.0486706303870412,3,stop_loss,1h,full,short_only
BTCUSDT,short,2024-04-30 10:00:00+00:00,2024-04-30 19:00:00+00:00,61640.402330000004,59645.81716886778,0.04470624483858007,2755.710918513562,1377.855459256781,2,89.17041256497578,2.168900569784859,0.0,87.00151199519091,1.7406078354701704,9,take_profit,1h,full,short_only
BTCUSDT,short,2024-06-13 16:00:00+00:00,2024-06-14 21:00:00+00:00,66444.36071000001,66464.29401821301,0.0401677000902881,2668.917153690202,1334.458576845101,2,-0.8006751461071943,2.1354539930106045,0.0,-2.9361291391177993,-0.05824004907877606,29,stop_loss,1h,full,short_only
BTCUSDT,short,2024-06-17 10:00:00+00:00,2024-06-17 14:00:00+00:00,65676.59111000001,65696.29408733301,0.08229651466301607,5404.954543301027,2702.4772716505136,2,-1.6214863629902734,4.324612229186018,0.0,-5.946098592176291,-0.11798221368047432,4,stop_loss,1h,full,short_only
BTCUSDT,short,2024-08-30 15:00:00+00:00,2024-08-30 17:00:00+00:00,58412.87088,58430.394741264,0.046822144433966296,2735.015877145984,1367.507938572992,2,-0.8205047631435638,2.188340903622045,0.0,-3.008845666765609,-0.05974943927004565,2,stop_loss,1h,full,short_only
BTCUSDT,short,2024-12-22 20:00:00+00:00,2024-12-23 04:00:00+00:00,94766.96138,96427.44082487767,0.03085244139979641,2923.7921226132194,1461.8960613066097,2,-51.22984476865513,2.359525635998038,0.0,-53.58937040465317,-1.06459911033948,8,stop_loss,1h,full,short_only
BTCUSDT,short,2025-02-11 17:00:00+00:00,2025-02-11 21:00:00+00:00,96299.10160000001,96327.99133048,0.046008248247549434,4430.552972428785,2215.2764862143927,2,-1.3291658917281868,3.5449740442997193,0.0,-4.874139936027906,-0.09735569247264138,4,stop_loss,1h,full,short_only
BTCUSDT,short,2025-02-17 16:00:00+00:00,2025-02-18 12:00:00+00:00,95576.81835,96183.8465,0.05369156850214107,5131.669289655719,2565.8346448278594,2,-32.59229349845287,4.118372349123956,0.0,-36.71066584757682,-0.733743024300935,20,trend_invalid,1h,full,short_only
BTCUSDT,short,2025-02-24 15:00:00+00:00,2025-02-24 22:00:00+00:00,94610.20842000001,92724.82086799419,0.04689419441273168,4436.6695070765445,2218.3347535382723,2,88.41373040710523,3.5139701134983934,0.0,84.89976029360683,1.7033358087339867,7,take_profit,1h,full,short_only
BTCUSDT,short,2025-06-20 17:00:00+00:00,2025-06-21 21:00:00+00:00,103599.31088,101313.21055159076,0.039053458457861234,4045.9113837151317,2022.9556918575659,2,89.28012420603334,3.201017057289692,0.0,86.07910714874365,1.7126997472742171,28,take_profit,1h,full,short_only
BTCUSDT,short,2025-08-05 08:00:00+00:00,2025-08-05 09:00:00+00:00,113890.52259000001,114785.73345602458,0.058880079787975166,6705.883057193389,3352.9415285966943,2,-52.71008721858916,5.385790480642147,0.0,-58.0958776992313,-1.1462569928255835,1,stop_loss,1h,full,short_only
BTCUSDT,short,2025-08-05 15:00:00+00:00,2025-08-05 23:00:00+00:00,112941.70732000002,114183.93564864335,0.04170522982207111,4710.259860277692,2355.129930138846,2,-51.80741793755767,3.7889308553971768,0.0,-55.59634879295485,-1.1035570208924996,8,stop_loss,1h,full,short_only
BTCUSDT,short,2025-10-14 04:00:00+00:00,2025-10-14 10:00:00+00:00,113406.86773,110795.92254386954,0.03410036950062804,3867.21609350185,1933.608046750925,2,89.03419559293457,3.058159196564306,0.0,85.97603639637026,1.716330065988289,6,take_profit,1h,full,short_only
BTCUSDT,short,2025-11-06 17:00:00+00:00,2025-11-07 14:00:00+00:00,100800.25085,100830.490925255,0.026016854202401463,2622.505429929944,1311.252714964972,2,-0.7867516289790356,2.098319044595547,0.0,-2.8850706735745826,-0.05711288636709654,21,stop_loss,1h,full,short_only
BTCUSDT,short,2025-11-13 17:00:00+00:00,2025-11-14 04:00:00+00:00,100550.12591,97136.11909376277,0.026398008406680662,2654.3230690649793,1327.1615345324897,2,90.12298063549558,2.0874092629977854,0.0,88.0355713724978,1.7434318874897647,11,take_profit,1h,full,short_only
BTCUSDT,short,2025-11-17 18:00:00+00:00,2025-11-18 04:00:00+00:00,92696.18280000001,89207.36985238637,0.02607738668581895,2417.27420317496,1208.63710158748,2,90.97912430941265,1.897427712816203,0.0,89.08169659659646,1.749047171159451,10,take_profit,1h,full,short_only
BTCUSDT,short,2025-12-18 20:00:00+00:00,2025-12-19 03:00:00+00:00,84421.6659,86380.28723714151,0.02658029292632835,2243.9526089506253,1121.9763044753126,2,-52.06072887297817,1.8159863787096917,0.0,-53.87671525168786,-1.0487537450772493,7,stop_loss,1h,full,short_only
BTCUSDT,short,2026-01-29 03:00:00+00:00,2026-01-29 15:00:00+00:00,87831.54263,85615.176502619,0.041024187152278305,3603.21764272643,1801.608821363215,2,90.92461880764841,2.8462042666580847,0.0,88.07841454099032,1.7236856878650129,12,take_profit,1h,full,short_only
BTCUSDT,short,2026-02-03 17:00:00+00:00,2026-02-03 18:00:00+00:00,76435.26254,73283.56358871194,0.029227206289674703,2233.989186062025,1116.9945930310125,2,92.11535541224737,1.7503452066847212,0.0,90.36501020556264,1.753568434671909,1,take_profit,1h,full,short_only
BTCUSDT,short,2026-02-09 11:00:00+00:00,2026-02-09 16:00:00+00:00,68673.49177000001,70230.46033043692,0.03384284923243447,2324.1066282369397,1162.0533141184699,2,-52.69225225050705,1.8803622034897547,0.0,-54.572614453996806,-1.0498887386373565,5,stop_loss,1h,full,short_only
BTCUSDT,short,2026-02-15 18:00:00+00:00,2026-02-16 12:00:00+00:00,68587.21766000001,69638.870871072,0.05015864327025344,3440.2417835071674,1720.1208917535837,2,-52.74949825817626,2.773293226109004,0.0,-55.522791484285264,-1.0739020271246318,18,stop_loss,1h,full,short_only
BTCUSDT,short,2026-04-29 19:00:00+00:00,2026-04-30 01:00:00+00:00,75447.45897,76461.9810800378,0.05185348804811356,3912.2139119614335,1956.1069559807167,2,-52.606510107391834,3.150813733612104,0.0,-55.75732384100394,-1.0844053060944794,6,stop_loss,1h,full,short_only
BTCUSDT,long,2024-01-08 12:00:00+00:00,2024-01-08 18:00:00+00:00,44650.591159999996,46049.89108563173,0.06368890202155032,2843.7471255935407,1421.8735627967703,2,89.11987586232219,2.3106456508197617,0.0,86.80923021150242,1.7361846042300488,6,take_profit,1h,in_sample,both
BTCUSDT,long,2024-02-07 18:00:00+00:00,2024-02-07 21:00:00+00:00,43501.64658,44345.77968980959,0.10585974497066267,4605.0732127627,2302.53660638135,2,89.35971572573565,3.719802456500454,0.0,85.6399132692352,1.6982972929978113,3,take_profit,1h,in_sample,both
BTCUSDT,short,2024-03-22 12:00:00+00:00,2024-03-22 15:00:00+00:00,64248.81957,64268.094215870995,0.03501207384313601,2249.484415119162,1124.742207559581,2,-0.6748453245355841,1.7998574702251438,0.0,-2.4747027947607276,-0.04867063038704119,3,stop_loss,1h,in_sample,both
BTCUSDT,long,2024-04-10 23:00:00+00:00,2024-04-11 11:00:00+00:00,70605.47529,70022.28701,0.03890453122841283,2746.8729183167356,1373.4364591583678,2,-22.688666651304448,2.188422867992867,0.0,-24.877089519297314,-0.48942666815983094,12,trend_invalid,1h,in_sample,both
BTCUSDT,short,2024-04-30 10:00:00+00:00,2024-04-30 19:00:00+00:00,61640.402330000004,59645.81716886778,0.04534223211696298,2794.9134302298457,1397.4567151149229,2,90.43894335310718,2.1997551668426336,0.0,88.23918818626454,1.7406078354701702,9,take_profit,1h,in_sample,both
BTCUSDT,short,2024-06-13 16:00:00+00:00,2024-06-14 21:00:00+00:00,66444.36071000001,66464.29401821301,0.04073912241286432,2706.8849446092026,1353.4424723046013,2,-0.8120654833828964,2.1658327818807157,0.0,-2.977898265263612,-0.05824004907877606,29,stop_loss,1h,in_sample,both
BTCUSDT,short,2024-06-17 10:00:00+00:00,2024-06-17 14:00:00+00:00,65676.59111000001,65696.29408733301,0.08346725795782671,5481.844971969079,2740.9224859845394,2,-1.6445534915906885,4.386133798971899,0.0,-6.030687290562588,-0.1179822136804743,4,stop_loss,1h,in_sample,both
BTCUSDT,short,2024-08-30 15:00:00+00:00,2024-08-30 17:00:00+00:00,58412.87088,58430.394741264,0.04748823232200363,2773.9239829446406,1386.9619914723203,2,-0.8321771948831576,2.219472057233666,0.0,-3.0516492521168237,-0.05974943927004565,2,stop_loss,1h,in_sample,both
BTCUSDT,long,2024-09-17 13:00:00+00:00,2024-09-17 15:00:00+00:00,59363.60374,60722.65641402139,0.06672354618770639,3960.9501560145895,1980.4750780072948,2,90.68081386659209,3.2050324503583085,0.0,87.47578141623377,1.7134071356860026,2,take_profit,1h,in_sample,both
BTCUSDT,long,2024-10-20 15:00:00+00:00,2024-10-20 21:00:00+00:00,68642.68663,68622.093824011,0.13511791763707556,9274.856878459928,4637.428439229964,2,-2.782457063537886,7.418772519942527,0.0,-10.201229583480412,-0.19814691455262717,6,stop_loss,1h,in_sample,both
BTCUSDT,long,2024-11-18 07:00:00+00:00,2024-11-18 11:00:00+00:00,92240.16374999999,90860.02924947492,0.03799998137831,3505.1245048322644,1752.5622524161322,2,-52.44508531951609,2.783121569738005,0.0,-55.22820688925409,-1.0742912410229668,4,stop_loss,1h,in_sample,both
BTCUSDT,long,2024-12-02 02:00:00+00:00,2024-12-02 03:00:00+00:00,98108.82381999999,97093.15073315045,0.05181710697049612,5083.715418630498,2541.857709315249,2,-52.629240988336406,4.045920638509063,0.0,-56.675161626845465,-1.1086807095808,1,stop_loss,1h,in_sample,both
BTCUSDT,short,2024-12-22 20:00:00+00:00,2024-12-23 04:00:00+00:00,94766.96138,96427.44082487767,0.031151733577645696,2952.1551328727987,1476.0775664363994,2,-51.726813277986544,2.3824148316094336,0.0,-54.109228109595975,-1.0645991103394798,8,stop_loss,1h,in_sample,both
BTCUSDT,long,2025-01-20 07:00:00+00:00,2025-01-20 16:00:00+00:00,107583.56539,103888.52717562839,0.013797175346791573,1484.3493161188471,742.1746580594236,2,-50.981090156780766,1.1670870168323655,-0.14485599207895086,-52.14817717361313,-1.0315963697225576,9,stop_loss,1h,in_sample,both
