symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,notional,margin_used,leverage,gross_pnl,fees,last_bar_funding_pnl,net_pnl,r_multiple,bars_held,exit_reason
BTCUSDT,short,2025-08-25 07:20:00+00:00,2025-08-25 07:35:00+00:00,111928.8108,111611.43041165345,0.005353227188481584,599.1803531489712,299.5901765744856,2,1.6990093239876427,0.47866467878958197,0.0,1.2203446451980606,0.8945151234078066,3,take_profit
BTCUSDT,short,2025-09-22 18:00:00+00:00,2025-09-22 18:10:00+00:00,112321.9125,112545.90672315935,0.005339730630488813,599.7687566513343,299.88437832566717,2,-1.196068814456501,0.4802934328468501,0.0,-1.676362247303351,-1.602847396599388,2,stop_loss
BTCUSDT,short,2025-10-07 17:15:00+00:00,2025-10-07 18:10:00+00:00,121384.546275,121278.30778576793,0.002957729002883864,359.022593019466,179.511296509733,2,0.3142246608242576,0.2870923845512431,0.0,0.02713227627301451,0.01812991335633645,11,stop_loss
BTCUSDT,short,2025-10-22 22:25:00+00:00,2025-10-22 23:00:00+00:00,107024.8371,107363.92728355971,0.0034406634385133546,368.23644402281764,184.11822201140882,2,-1.1666951969326533,0.2950558332970272,0.0,-1.4617510302296806,-0.9768628898605083,7,stop_loss
BTCUSDT,short,2025-10-29 01:50:00+00:00,2025-10-29 02:25:00+00:00,112344.606825,112642.53615894153,0.005248743905194001,589.668070354135,294.8340351770675,2,-1.563754775704118,0.47235995819358967,0.0,-2.0361147338977075,-1.3628984842393252,7,stop_loss
BTCUSDT,short,2025-10-30 15:10:00+00:00,2025-10-30 16:00:00+00:00,107853.32992500001,107789.26919337676,0.003316268462994901,357.6705966592617,178.83529832963086,2,0.21244258399856084,0.28605150029381,0.0,-0.07360891629524913,-0.04938368758395723,10,stop_loss
BTCUSDT,short,2025-11-04 07:05:00+00:00,2025-11-04 08:10:00+00:00,104574.84975000001,103937.87656499437,0.0030454975944365823,318.48245335219207,159.24122667609603,2,1.939900302655289,0.25401000256069156,0.0,1.6858903000945973,1.1312982441054713,13,take_profit
BTCUSDT,short,2025-11-07 10:10:00+00:00,2025-11-07 10:20:00+00:00,100993.84522500001,100654.56516444159,0.0055487811110316735,560.3927407149364,280.1963703574682,2,1.882590791376242,0.4475611562553987,0.0,1.4350296351208436,0.9614526900388254,2,take_profit
BTCUSDT,short,2025-11-11 21:00:00+00:00,2025-11-11 21:10:00+00:00,102749.1063,103084.00613309308,0.00483406586543703,496.6959474689908,248.3479737344954,2,-1.618927851495803,0.398004329115791,0.0,-2.016932180611594,-1.3496780047851855,2,stop_loss
BTCUSDT,short,2025-11-18 02:40:00+00:00,2025-11-18 03:00:00+00:00,91207.99230000001,90587.35993952045,0.003140408267406184,286.4303330724396,143.2151665362198,2,1.9490389958698302,0.22836465085960378,0.0,1.7206743450102264,1.1539964694943583,4,take_profit
BTCUSDT,short,2025-11-21 04:35:00+00:00,2025-11-21 04:40:00+00:00,85519.21485,85984.099008794,0.003368263144263089,288.0512195055717,144.02560975278584,2,-1.5658521784175692,0.2310673164758244,0.0,-1.7969194948933935,-1.203187408634472,1,stop_loss
BTCUSDT,short,2025-12-14 21:00:00+00:00,2025-12-14 21:15:00+00:00,88493.771025,88594.98536107935,0.006737639405802889,596.2391188261379,298.11955941306894,2,-0.681945699200447,0.4772640733405905,0.0,-1.1592097725410375,-0.8477196575075238,3,stop_loss
BTCUSDT,short,2025-12-14 23:45:00+00:00,2025-12-15 00:00:00+00:00,87978.0,88328.9723370654,0.004525755830624624,398.16694646669316,199.08347323334658,2,-1.5884151008616647,0.31916892321369916,0.0007576359198704891,-1.9075840240753639,-1.2815468164742052,3,stop_loss
BTCUSDT,short,2026-01-20 08:15:00+00:00,2026-01-20 08:25:00+00:00,90938.0598,91221.8559220561,0.005691275198141905,517.5535243068854,258.7767621534427,2,-1.6151618307867197,0.414688884177823,0.0,-2.029850714964543,-1.3665328169915052,2,stop_loss
BTCUSDT,short,2026-01-21 00:25:00+00:00,2026-01-21 00:35:00+00:00,88321.214175,88667.88880104964,0.004566984694160647,403.36163330690937,201.68081665345468,2,-1.5832577110225894,0.32332260972993654,0.0,-1.906580320752526,-1.2864508275535136,2,stop_loss
BTCUSDT,short,2026-01-25 22:05:00+00:00,2026-01-25 22:35:00+00:00,86400.19455,86421.79459863751,0.0049977870615548,431.80977443780756,215.90488721890378,2,-0.10795244360951373,0.3454910005276899,0.0,-0.4534434441372036,-0.30659928105013784,6,stop_loss
BTCUSDT,short,2026-01-29 17:45:00+00:00,2026-01-29 17:55:00+00:00,84822.58905000001,84217.70097214455,0.0031991374543447093,271.35912160434447,135.67956080217223,2,1.9351201055539788,0.216313249241254,0.0,1.718806856312725,1.1629230601373612,2,take_profit
BTCUSDT,short,2026-01-31 10:10:00+00:00,2026-01-31 10:30:00+00:00,82932.36172500001,83122.93244084528,0.00635437653993129,526.9834537464357,263.49172687321783,2,-1.2109580859651052,0.4220711462315346,0.0,-1.6330292321966398,-1.1030843118284037,4,stop_loss
BTCUSDT,short,2026-02-04 14:25:00+00:00,2026-02-04 14:30:00+00:00,75245.18400000001,74790.88075018715,0.004232558757763191,318.47966251870275,159.23983125935138,2,1.9228651986756975,0.2540145839354919,0.0,1.6688506147402056,1.1293910018186712,1,take_profit
BTCUSDT,short,2026-02-04 17:05:00+00:00,2026-02-04 17:15:00+00:00,73497.920925,73516.29540523126,0.0020443557016705497,150.25589370395494,75.12794685197747,2,-0.037563973426004316,0.12021974055253437,0.0,-0.1577837139785387,-0.10661295860639403,2,stop_loss
BTCUSDT,short,2026-02-05 04:30:00+00:00,2026-02-05 05:20:00+00:00,70979.8506,70254.6776407937,0.002699054052976448,191.57845344159279,95.78922672079639,2,1.9572810146547037,0.15247985034741235,0.0,1.8048011643072914,1.2197563894767833,10,take_profit
BTCUSDT,short,2026-02-23 16:50:00+00:00,2026-02-23 17:15:00+00:00,65353.2576,64912.74845626173,0.004396847475524591,287.34830569586825,143.67415284793412,2,1.9368515165910907,0.2291039039500582,0.0,1.7077476126410325,1.1521452407585258,5,take_profit
BTCUSDT,short,2026-02-28 07:50:00+00:00,2026-02-28 09:10:00+00:00,63758.4564,63652.05183905188,0.003126755204361495,199.35708537075547,99.67854268537774,2,0.3327010147123511,0.15935258789071943,0.0,0.17334842682163165,0.11676265778790092,16,stop_loss
BTCUSDT,short,2026-03-07 07:40:00+00:00,2026-03-07 07:45:00+00:00,67642.08525,67826.59102871241,0.008780045095974475,593.9005588807499,296.95027944037497,2,-1.6199690575628443,0.4757684347276251,0.0,-2.0957374922904695,-1.4245804221446756,1,stop_loss
BTCUSDT,short,2026-03-18 15:40:00+00:00,2026-03-18 16:50:00+00:00,71341.460175,71359.06158454408,0.004016970584265848,286.5765469615485,143.28827348077425,2,-0.070704344380173,0.22928951930699087,0.0,-0.29999386368716385,-0.202527304570709,14,stop_loss
BTCUSDT,short,2026-03-19 08:05:00+00:00,2026-03-19 08:40:00+00:00,70054.28205000001,70090.03444547304,0.005202360710917877,364.4476445684795,182.22382228423976,2,-0.18599685753007758,0.2916325143977957,0.0,-0.47762937192787325,-0.3225853378191619,7,stop_loss
BTCUSDT,short,2026-03-19 14:25:00+00:00,2026-03-19 14:50:00+00:00,69302.370075,69454.6345015912,0.0039237421122599895,271.924627942704,135.962313971352,2,-0.5974463428149913,0.21777868089128918,0.0,-0.8152250237062805,-0.5509414802220113,5,stop_loss
BTCUSDT,short,2026-03-22 11:20:00+00:00,2026-03-22 11:25:00+00:00,68543.359875,68388.674052056,0.008626997052046363,591.3233635789779,295.66168178948897,2,1.3344741385312255,0.47252490120776985,0.0,0.8619492373234557,0.7880255138204787,1,take_profit
BTCUSDT,short,2026-03-22 21:45:00+00:00,2026-03-22 22:05:00+00:00,67822.2402,67839.19576005,0.0052297332580939744,354.6922252123781,177.34611260618905,2,-0.08867305630310778,0.2837892493924238,0.0,-0.3724623056955315,-0.25179190616960134,4,stop_loss
BTCUSDT,short,2026-04-02 12:35:00+00:00,2026-04-02 13:05:00+00:00,66070.2783,66086.79586957501,0.008227460314211394,543.5905926621523,271.79529633107614,2,-0.13589764816560104,0.43492683318898806,0.0,-0.5708244813545891,-0.3860900385702338,6,stop_loss
BTCUSDT,short,2026-04-12 14:15:00+00:00,2026-04-12 14:40:00+00:00,70939.960575,70749.37410181912,0.00832981933984664,590.9170555655932,295.4585277827966,2,1.5875508902152848,0.4720986240963885,0.0,1.1154522661188966,0.8711191215061427,5,take_profit
BTCUSDT,short,2026-04-12 23:05:00+00:00,2026-04-12 23:50:00+00:00,70736.21152499999,70753.89557788125,0.005951237415868965,420.96798868440146,210.48399434220073,2,-0.10524199717116506,0.33681648774638967,0.0,-0.44205848491755473,-0.29896869769604595,9,stop_loss
