symbol,interval,version,start,end,rows,final_equity,total_return_pct,max_drawdown_pct,return_over_drawdown,trade_count,win_rate_pct,profit_factor,expectancy,avg_win,avg_loss,win_loss_ratio,sharpe_simplified,exposure_time_pct,avg_trade_duration_bars,total_fees
BTCUSDT,5m,v2_context_pullback,2025-05-01 00:00:00+00:00,2026-04-30 23:55:00+00:00,105120,985.1303990394899,-1.4869600960510043,1.8337454247551954,-0.8108868744686919,44,43.18181818181818,0.7531021939248488,-0.17028697784695926,1.2028658506399141,-1.213883127496983,0.9909239393748009,-1.473145228958131,0.24638508371385084,5.886363636363637,14.763947169275234
