symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,fees,net_pnl,return_pct_on_notional,r_multiple,bars_held,exit_reason
ETHUSDT,long,2024-01-13 16:00:00+00:00,2024-01-14 00:30:00+00:00,2564.3427659999998,2563.8298974468,1.3648721404976172,-0.6999999999999329,2.79972,-3.4997199999999333,-0.000999919999999981,-0.08296466739027998,17,stop_loss
ETHUSDT,long,2024-01-31 17:00:00+00:00,2024-01-31 19:00:00+00:00,2346.389184,2319.90253712421,1.4909227854674596,-39.48954533774586,2.782832260264902,-42.27237759801076,-0.012083742866520013,-1.0895603198403503,4,stop_loss
ETHUSDT,long,2024-02-14 07:30:00+00:00,2024-02-14 08:30:00+00:00,2653.890672,2694.146637067146,1.3124127691749077,52.83244258958144,2.807532981777414,50.02490960780403,0.014362592455549033,1.6818314688504785,2,take_profit
ETHUSDT,long,2024-02-18 09:30:00+00:00,2024-02-18 12:30:00+00:00,2815.573002,2791.869127951068,1.2430937154897743,-29.466136862988513,2.7882304286859068,-32.25436729167442,-0.009215477944447353,-1.1210376041646293,6,stop_loss
ETHUSDT,long,2024-02-22 00:00:00+00:00,2024-02-22 01:30:00+00:00,2968.503582,2925.093831952207,1.175084340114565,-51.01011748944885,2.7701896112299744,-53.780307100678826,-0.015417596020732617,-1.0687122303463146,3,stop_loss
ETHUSDT,long,2024-04-07 23:30:00+00:00,2024-04-08 00:30:00+00:00,3432.8964419999998,3432.2098627115997,1.0104967248548202,-0.693786122281379,2.7748669746765,-3.468653096957879,-0.0009999200000000077,-0.10144027913658839,2,stop_loss
ETHUSDT,long,2024-05-06 06:00:00+00:00,2024-05-06 10:30:00+00:00,3179.155704,3178.5198728592,1.0906137526308568,-0.6934461865072691,2.7735073675551836,-3.4669535540624525,-0.0009999199999999489,-0.10491833474539854,9,stop_loss
ETHUSDT,long,2024-05-20 05:00:00+00:00,2024-05-20 06:30:00+00:00,3124.2247199999997,3092.4769537287725,1.1092454599305381,-35.21606559929463,2.7583392429304876,-37.97440484222512,-0.010957741522741265,-1.0997553761570338,3,stop_loss
ETHUSDT,long,2024-07-12 15:30:00+00:00,2024-07-12 20:00:00+00:00,3134.886852,3094.66377930833,1.1010782950822344,-44.28875230231283,2.7436891952997735,-47.0324414976126,-0.013625656988845405,-1.078549529166928,9,stop_loss
ETHUSDT,long,2024-07-18 09:00:00+00:00,2024-07-18 13:30:00+00:00,3459.5117640000003,3458.8198616472005,0.9928601213826859,-0.6869622539858184,2.747574231042302,-3.43453648502812,-0.0009999199999999547,-0.10159282086717135,9,stop_loss
ETHUSDT,long,2024-07-19 06:30:00+00:00,2024-07-19 07:00:00+00:00,3445.398942,3413.360892658834,0.996438544962646,-31.923947268952695,2.7337330679582745,-34.657680336910964,-0.010095072837875538,-1.1092740035949995,1,stop_loss
ETHUSDT,long,2024-07-19 14:30:00+00:00,2024-07-19 19:00:00+00:00,3459.671796,3533.656262189703,0.9886826508965184,73.14715815759915,2.765672849263999,70.38148530833514,0.02057626826010835,1.7155515615282695,9,take_profit
ETHUSDT,long,2024-07-21 22:30:00+00:00,2024-07-22 01:00:00+00:00,3530.30592,3529.599858816,0.9757432381133605,-0.688934425982056,2.75546213015886,-3.4443965561409167,-0.0009999199999999255,-0.07704985684690369,5,stop_loss
ETHUSDT,long,2024-09-15 01:30:00+00:00,2024-09-15 08:00:00+00:00,2426.315166,2414.3170400000004,1.4190177703479472,-17.025554004873026,2.7475772480130343,-19.77313125288606,-0.0057430209717444025,-0.9562175249378326,13,trend_invalid
ETHUSDT,long,2024-11-19 00:00:00+00:00,2024-11-19 04:30:00+00:00,3208.4515619999997,3138.198845646087,1.070791207809743,-75.2259909965213,2.718374982219821,-77.94436597874112,-0.022687385210701516,-1.0454783154362246,9,stop_loss
ETHUSDT,long,2024-11-25 04:30:00+00:00,2024-11-25 09:30:00+00:00,3378.445554,3457.491477427503,1.008694726397008,79.7332061045041,2.7581494534331763,76.97505665107093,0.022587769255177442,1.722661032268926,10,take_profit
ETHUSDT,long,2024-12-15 04:30:00+00:00,2024-12-15 07:00:00+00:00,3901.43013,3865.512272959715,0.8802629482787044,-31.617158734134357,2.734780647496082,-34.35193938163044,-0.01000264843945032,-1.1104019984422602,5,stop_loss
ETHUSDT,long,2024-12-15 23:30:00+00:00,2024-12-16 03:30:00+00:00,3939.9978419999998,3939.2098424316,0.8684726609906545,-0.6843560820276224,2.7371505856785294,-3.4215066677061525,-0.000999919999999938,-0.07776568168518466,8,stop_loss
ETHUSDT,long,2025-01-06 02:30:00+00:00,2025-01-06 07:00:00+00:00,3664.502754,3663.7698534492,0.9333063891996899,-0.6840207667095822,2.735809458531764,-3.419830225241346,-0.0009999199999999914,-0.09631723286645796,9,stop_loss
ETHUSDT,long,2025-01-17 02:00:00+00:00,2025-01-17 20:00:00+00:00,3386.97726,3474.4584737629425,1.0092858073787387,88.29354746320334,2.7700598817313042,85.52348758147204,0.025018366810480804,1.7297850682169207,36,take_profit
ETHUSDT,long,2025-02-14 02:30:00+00:00,2025-02-14 05:30:00+00:00,2692.218336,2691.6798923328,1.2806846580941877,-0.6895765438307204,2.758030344706518,-3.4476068885372384,-0.0009999199999999153,-0.07700690669468195,6,stop_loss
ETHUSDT,long,2025-05-02 16:30:00+00:00,2025-05-02 19:30:00+00:00,1858.4316119999999,1835.3841389673676,1.8543557540192084,-42.73821423366424,2.7398593968372484,-45.47807363050149,-0.013196611150316168,-1.0813337877308555,6,stop_loss
ETHUSDT,long,2025-05-08 02:30:00+00:00,2025-05-08 03:30:00+00:00,1840.4480159999998,1885.2598371074969,1.8635644856612315,83.50971835373586,2.7772387356001134,80.73247961813576,0.02353858277421407,1.72561590669834,2,take_profit
ETHUSDT,long,2025-05-13 12:00:00+00:00,2025-05-13 16:00:00+00:00,2513.8926779999997,2588.5387405751053,1.3753847916220299,102.66705922026661,2.8071226293610474,99.85993659090556,0.02888153923318582,1.7387230761007626,8,take_profit
ETHUSDT,long,2025-06-30 19:30:00+00:00,2025-07-01 04:00:00+00:00,2510.20194,2476.75455,1.3911377485159622,-46.52992681833505,2.7750173693782663,-49.30494418771331,-0.014119251535595503,-1.019983993349993,17,trend_invalid
ETHUSDT,long,2025-07-08 11:00:00+00:00,2025-07-08 14:00:00+00:00,2566.493196,2565.9798973608,1.3537113852265914,-0.6948582119063591,2.779154904340663,-3.474013116247022,-0.000999920000000001,-0.11891789282166053,6,stop_loss
ETHUSDT,long,2025-07-15 17:30:00+00:00,2025-07-16 13:00:00+00:00,3075.224922,3180.1131656164866,1.1292145590229972,118.4413317620878,2.825447536059044,115.61588422602875,0.033293860117019486,1.7464681767846477,39,take_profit
ETHUSDT,long,2025-07-29 07:00:00+00:00,2025-07-29 10:30:00+00:00,3829.575762,3828.8098468476,0.9172212196715599,-0.7025136302491506,2.8097735155449275,-3.512287145794078,-0.00099991999999997,-0.07439544323738871,7,stop_loss
ETHUSDT,long,2025-09-15 04:30:00+00:00,2025-09-15 07:00:00+00:00,4648.309476,4624.52491,0.7552954701770982,-17.964374959928428,2.8014919229792934,-20.76586688290772,-0.00591477394015068,-0.713936710046407,5,trend_invalid
ETHUSDT,long,2025-10-02 16:00:00+00:00,2025-10-03 03:00:00+00:00,4437.98742,4549.2233499584445,0.7893414711847684,87.80313260200413,2.8375912684026376,84.96554133360148,0.024254472909357797,1.7276938731153826,22,take_profit
ETHUSDT,long,2025-10-06 06:30:00+00:00,2025-10-06 14:00:00+00:00,4562.752368,4639.298156315193,0.774167594803025,59.25926883227448,2.8495717286660036,56.40969710360848,0.01596952063769483,1.692919229250185,15,take_profit
