timestamp,funding_rate,mark_price
2025-09-17 00:00:00.001000+00:00,0.00006972,116747.30000000
2025-09-17 08:00:00+00:00,0.00008441,117120.50000000
2025-09-17 16:00:00.003000+00:00,0.00006303,115825.10000000
2025-09-18 00:00:00.006000+00:00,0.00004941,116402.50000000
2025-09-18 08:00:00.002000+00:00,0.00008928,117042.70206159
2025-09-18 16:00:00+00:00,0.00004208,117530.20000000
2025-09-19 00:00:00+00:00,-0.00000231,117017.51732609
2025-09-19 08:00:00.005000+00:00,0.00002109,116850.10000000
2025-09-19 16:00:00+00:00,0.00005264,115827.00000000
2025-09-20 00:00:00+00:00,0.00003757,115569.76332609
2025-09-20 08:00:00+00:00,-0.00000027,115909.90000000
2025-09-20 16:00:00.002000+00:00,-0.00001006,115928.40000000
2025-09-21 00:00:00+00:00,-0.00005322,115625.00000000
2025-09-21 08:00:00+00:00,0.00002563,115773.32392029
2025-09-21 16:00:00+00:00,0.00003742,115473.52326812
2025-09-22 00:00:00.005000+00:00,0.00006665,115183.90000000
2025-09-22 08:00:00.003000+00:00,0.00001743,112454.24433333
2025-09-22 16:00:00+00:00,0.00004838,112768.70000000
2025-09-23 00:00:00+00:00,0.00007062,112604.70000000
2025-09-23 08:00:00.001000+00:00,0.00007083,113048.10000000
2025-09-23 16:00:00+00:00,0.00007478,112829.13869565
2025-09-24 00:00:00.003000+00:00,0.00005794,111947.10000000
2025-09-24 08:00:00.001000+00:00,0.00006267,112544.70000000
2025-09-24 16:00:00.002000+00:00,0.00004886,113300.00000000
2025-09-25 00:00:00+00:00,-0.00000220,113254.73047826
2025-09-25 08:00:00.001000+00:00,0.00001730,111712.21934783
2025-09-25 16:00:00+00:00,0.00009560,111546.00679710
2025-09-26 00:00:00+00:00,0.00003143,108944.80184783
2025-09-26 08:00:00+00:00,0.00004360,109257.30000000
2025-09-26 16:00:00.008000+00:00,0.00007716,108983.16757971
2025-09-27 00:00:00+00:00,-0.00000010,109588.74702899
2025-09-27 08:00:00.010000+00:00,0.00003425,109354.90000000
2025-09-27 16:00:00.003000+00:00,0.00007821,109348.37457246
2025-09-28 00:00:00+00:00,0.00003314,109577.33157971
2025-09-28 08:00:00+00:00,0.00004976,109468.50000000
2025-09-28 16:00:00+00:00,0.00005261,109989.90000000
2025-09-29 00:00:00+00:00,0.00002312,112119.60000000
2025-09-29 08:00:00.002000+00:00,0.00001304,111814.80000000
2025-09-29 16:00:00.001000+00:00,0.00000032,113753.37049275
2025-09-30 00:00:00.002000+00:00,0.00002353,114261.57750000
2025-09-30 08:00:00.005000+00:00,0.00005893,113662.30000000
2025-09-30 16:00:00+00:00,0.00002584,113055.50000000
2025-10-01 00:00:00+00:00,0.00003355,113988.70000000
2025-10-01 08:00:00+00:00,0.00003457,114488.84474513
2025-10-01 16:00:00+00:00,0.00010000,117367.03486232
2025-10-02 00:00:00+00:00,0.00007784,118553.60000000
2025-10-02 08:00:00.013000+00:00,0.00010000,118444.20000000
2025-10-02 16:00:00+00:00,0.00009543,119876.19732609
2025-10-03 00:00:00.006000+00:00,0.00009926,120481.30000000
2025-10-03 08:00:00.006000+00:00,0.00010000,119620.00000000
2025-10-03 16:00:00+00:00,0.00010000,122240.92339580
2025-10-04 00:00:00.001000+00:00,0.00010000,122182.60000000
2025-10-04 08:00:00+00:00,0.00010000,122274.36980510
2025-10-04 16:00:00+00:00,0.00008312,121740.07963043
2025-10-05 00:00:00+00:00,0.00008648,122343.20000000
2025-10-05 08:00:00.003000+00:00,0.00010000,124692.50000000
2025-10-05 16:00:00.009000+00:00,0.00009566,122753.00000000
2025-10-06 00:00:00.004000+00:00,0.00007672,123426.70000000
2025-10-06 08:00:00.002000+00:00,0.00009708,123342.94168841
2025-10-06 16:00:00.004000+00:00,0.00005831,124946.20000000
2025-10-07 00:00:00+00:00,0.00010000,124619.48490580
2025-10-07 08:00:00.003000+00:00,0.00008608,123629.13742754
2025-10-07 16:00:00+00:00,0.00006194,121822.13839855
2025-10-08 00:00:00+00:00,0.00002542,121286.50000000
2025-10-08 08:00:00.006000+00:00,0.00010000,121555.76018116
2025-10-08 16:00:00.002000+00:00,0.00005396,122140.58355072
2025-10-09 00:00:00.001000+00:00,0.00001344,123237.94232609
2025-10-09 08:00:00+00:00,0.00005350,121847.80000000
2025-10-09 16:00:00+00:00,0.00001455,121084.88746377
2025-10-10 00:00:00.005000+00:00,0.00000785,121582.79100450
2025-10-10 08:00:00.002000+00:00,0.00003879,120878.70000000
2025-10-10 16:00:00.014000+00:00,0.00001013,118962.10000000
2025-10-11 00:00:00+00:00,0.00010000,112716.80000000
2025-10-11 08:00:00.003000+00:00,0.00010000,110331.91623913
2025-10-11 16:00:00+00:00,0.00000467,111744.40000000
2025-10-12 00:00:00.004000+00:00,-0.00003055,110579.10000000
2025-10-12 08:00:00.002000+00:00,0.00002865,111468.10053623
