symbol,interval,variant,hypothesis,start,end,rows,frequency_class,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,return_over_drawdown,trade_count,trades_per_year,win_rate_pct,profit_factor,expectancy,avg_win,avg_loss,sharpe_simplified,exposure_time_pct,avg_trade_duration_bars,total_fees
BTCUSDT,5m,long_only,liquidity_sweep_failed_breakout,2021-05-01 00:00:00+00:00,2026-04-30 23:55:00+00:00,525888,reasonable,1596.505278681158,-20.1747360659421,-4.409514537976533,20.187177005585767,-0.9993837206836685,528,105.67232876712328,22.53787878787879,0.31131686402094966,-0.7641945479523432,1.5327597758857696,-1.4325015517096427,-4.402762972679614,0.1534547280029208,1.5284090909090908,293.46754750793974
BTCUSDT,5m,short_only,liquidity_sweep_failed_breakout,2021-05-01 00:00:00+00:00,2026-04-30 23:55:00+00:00,525888,reasonable,1622.2640700253446,-18.88679649873277,-4.10281530129325,18.912930638539226,-0.9986181866625576,464,92.86356164383561,22.844827586206897,0.2554827186728853,-0.8140860559798553,1.2228387078719245,-1.4171978575672537,-4.087610685260322,0.13748174516246806,1.5581896551724137,257.9233519958696
BTCUSDT,5m,both,liquidity_sweep_failed_breakout,2021-05-01 00:00:00+00:00,2026-04-30 23:55:00+00:00,525888,reasonable,1295.1733708988284,-35.24133145505858,-8.328627720768257,35.251424233297776,-0.999713691617893,994,198.93616438356165,22.736418511066397,0.2886874641484794,-0.7090811157959435,1.265730740266692,-1.2902106463560419,-6.033214947110105,0.29093647316538884,1.539235412474849,499.78528305096904
