timestamp,symbol,equity,realized_equity,unrealized_pnl,funding_pnl,margin_used,close,in_position
2024-01-04 14:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43674.0,0
2024-01-04 15:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44050.4,0
2024-01-04 16:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43913.1,0
2024-01-04 17:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43983.0,0
2024-01-04 18:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44048.2,0
2024-01-04 19:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43950.0,0
2024-01-04 20:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44116.7,0
2024-01-04 21:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44434.1,0
2024-01-04 22:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44311.7,0
2024-01-04 23:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44143.8,0
2024-01-05 00:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44207.5,0
2024-01-05 01:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43374.5,0
2024-01-05 02:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43506.4,0
2024-01-05 03:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43469.1,0
2024-01-05 04:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43589.3,0
2024-01-05 05:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43644.2,0
2024-01-05 06:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43847.9,0
2024-01-05 07:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43769.6,0
2024-01-05 08:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43911.6,0
2024-01-05 09:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44147.8,0
2024-01-05 10:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43628.2,0
2024-01-05 11:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43769.9,0
2024-01-05 12:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43877.7,0
2024-01-05 13:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43978.6,0
2024-01-05 14:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43489.6,0
2024-01-05 15:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43495.2,0
2024-01-05 16:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43220.8,0
2024-01-05 17:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43603.5,0
2024-01-05 18:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43604.4,0
2024-01-05 19:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43599.0,0
2024-01-05 20:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43951.6,0
2024-01-05 21:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43936.2,0
2024-01-05 22:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43964.2,0
2024-01-05 23:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44145.4,0
2024-01-06 00:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44066.0,0
2024-01-06 01:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43961.5,0
2024-01-06 02:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43900.1,0
2024-01-06 03:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43925.8,0
2024-01-06 04:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43851.1,0
2024-01-06 05:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43695.9,0
2024-01-06 06:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43455.4,0
2024-01-06 07:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43645.3,0
2024-01-06 08:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43696.1,0
2024-01-06 09:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43653.6,0
2024-01-06 10:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43694.6,0
2024-01-06 11:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43669.2,0
2024-01-06 12:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43607.4,0
2024-01-06 13:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43701.2,0
2024-01-06 14:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43824.4,0
2024-01-06 15:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43863.6,0
2024-01-06 16:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43865.4,0
2024-01-06 17:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43962.1,0
2024-01-06 18:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43992.7,0
2024-01-06 19:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43903.6,0
2024-01-06 20:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43816.4,0
2024-01-06 21:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43881.3,0
2024-01-06 22:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43865.8,0
2024-01-06 23:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43956.7,0
2024-01-07 00:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44119.0,0
2024-01-07 01:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43961.6,0
2024-01-07 02:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43927.6,0
2024-01-07 03:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43937.2,0
2024-01-07 04:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43994.8,0
2024-01-07 05:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43880.4,0
2024-01-07 06:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44015.4,0
2024-01-07 07:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44071.5,0
2024-01-07 08:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44009.9,0
2024-01-07 09:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43923.0,0
2024-01-07 10:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43951.4,0
2024-01-07 11:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44054.0,0
2024-01-07 12:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44080.9,0
2024-01-07 13:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44406.2,0
2024-01-07 14:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44405.0,0
2024-01-07 15:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44035.0,0
2024-01-07 16:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43910.7,0
2024-01-07 17:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44056.3,0
2024-01-07 18:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44088.0,0
2024-01-07 19:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44238.8,0
2024-01-07 20:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44108.2,0
2024-01-07 21:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44218.8,0
2024-01-07 22:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43851.3,0
2024-01-07 23:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43916.9,0
2024-01-08 00:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43621.8,0
2024-01-08 01:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43699.3,0
2024-01-08 02:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43354.8,0
2024-01-08 03:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43501.9,0
2024-01-08 04:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43584.7,0
2024-01-08 05:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43630.5,0
2024-01-08 06:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43900.0,0
2024-01-08 07:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43970.0,0
2024-01-08 08:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43857.0,0
2024-01-08 09:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,43716.3,0
2024-01-08 10:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44081.6,0
2024-01-08 11:00:00+00:00,BTCUSDT,10000.0,10000.0,0.0,0.0,0.0,44637.2,0
2024-01-08 12:00:00+00:00,BTCUSDT,10027.669554544003,9998.862501149762,28.80705339424141,0.0,1421.8735627967703,45102.9,1
2024-01-08 13:00:00+00:00,BTCUSDT,10015.759729865975,9998.862501149762,16.897228716211497,0.0,1421.8735627967703,44915.9,1
2024-01-08 14:00:00+00:00,BTCUSDT,10007.582074846407,9998.862501149762,8.719573696644344,0.0,1421.8735627967703,44787.5,1
2024-01-08 15:00:00+00:00,BTCUSDT,10019.179823904531,9998.862501149762,20.317322754768565,0.0,1421.8735627967703,44969.6,1
2024-01-08 16:00:00+00:00,BTCUSDT,10016.957308814397,9998.576128681083,18.381180133313343,-0.28637246868015787,1421.8735627967703,44939.2,1
2024-01-08 17:00:00+00:00,BTCUSDT,10061.781558057164,9998.576128681083,63.205429376080644,0.0,1421.8735627967703,45643.0,1
2024-01-08 18:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46970.2,0
2024-01-08 19:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,47006.7,0
2024-01-08 20:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46796.1,0
2024-01-08 21:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,47087.2,0
2024-01-08 22:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,47011.2,0
2024-01-08 23:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46972.7,0
2024-01-09 00:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46682.4,0
2024-01-09 01:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46574.9,0
2024-01-09 02:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46787.5,0
2024-01-09 03:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46932.8,0
2024-01-09 04:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46806.4,0
2024-01-09 05:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46721.4,0
2024-01-09 06:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46794.5,0
2024-01-09 07:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46841.0,0
2024-01-09 08:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46552.2,0
2024-01-09 09:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46497.8,0
2024-01-09 10:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46449.9,0
2024-01-09 11:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46624.4,0
2024-01-09 12:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46175.5,0
2024-01-09 13:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46835.4,0
2024-01-09 14:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46559.9,0
2024-01-09 15:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46868.8,0
2024-01-09 16:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46901.2,0
2024-01-09 17:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46718.8,0
2024-01-09 18:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46643.6,0
2024-01-09 19:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46873.5,0
2024-01-09 20:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46636.1,0
2024-01-09 21:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45450.2,0
2024-01-09 22:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46250.7,0
2024-01-09 23:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46114.0,0
2024-01-10 00:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45863.9,0
2024-01-10 01:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45944.4,0
2024-01-10 02:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45990.0,0
2024-01-10 03:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46133.6,0
2024-01-10 04:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45970.4,0
2024-01-10 05:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45988.4,0
2024-01-10 06:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46013.9,0
2024-01-10 07:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45766.4,0
2024-01-10 08:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45328.2,0
2024-01-10 09:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45666.9,0
2024-01-10 10:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45538.9,0
2024-01-10 11:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45530.2,0
2024-01-10 12:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,44679.2,0
2024-01-10 13:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45120.3,0
2024-01-10 14:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,44890.3,0
2024-01-10 15:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45569.0,0
2024-01-10 16:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45317.9,0
2024-01-10 17:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46409.9,0
2024-01-10 18:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46544.2,0
2024-01-10 19:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46498.9,0
2024-01-10 20:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46126.0,0
2024-01-10 21:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45960.0,0
2024-01-10 22:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46903.3,0
2024-01-10 23:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46662.9,0
2024-01-11 00:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46676.0,0
2024-01-11 01:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46506.7,0
2024-01-11 02:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46567.4,0
2024-01-11 03:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46502.4,0
2024-01-11 04:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46404.9,0
2024-01-11 05:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46073.9,0
2024-01-11 06:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,45899.8,0
2024-01-11 07:00:00+00:00,BTCUSDT,10085.385358892585,10085.385358892585,0.0,0.0,0.0,46096.1,0
