symbol,interval,start,end,rows,final_equity,total_return_pct,max_drawdown_pct,return_over_drawdown,trade_count,win_rate_pct,profit_factor,expectancy,avg_win,avg_loss,win_loss_ratio,sharpe_simplified,exposure_time_pct,avg_trade_duration_bars,total_fees
BTCUSDT,1m,2025-05-01 00:00:00+00:00,2026-04-30 23:59:00+00:00,525600,0.7985346862440282,-99.9201465313756,99.9201465313756,-1.0,4084,9.79431929480901,0.019609272723532176,-0.18823686051988908,0.03844082544161908,-0.21284898711722983,0.18060140178373135,-65.04264255982486,1.4849695585996956,1.9111165523996083,461.1254647954927
