symbol,interval,version,start,end,rows,final_equity,total_return_pct,max_drawdown_pct,return_over_drawdown,trade_count,win_rate_pct,profit_factor,expectancy,avg_win,avg_loss,win_loss_ratio,sharpe_simplified,exposure_time_pct,avg_trade_duration_bars,total_fees
BTCUSDT,5m,v3_failed_bounce,2025-05-01 00:00:00+00:00,2026-04-30 23:55:00+00:00,105120,997.3548360720229,-0.264516392797709,0.264516392797709,-1.0,5,40.0,0.5252766697860364,-0.362494636844101,1.0027418263336032,-1.2726522789625705,0.7879150046790546,-1.198765249577152,0.01236681887366819,2.6,1.6654403006663974
