timestamp,symbol,cash,unrealized_pnl,equity,close,in_position
2024-01-01 00:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2273.81,0
2024-01-01 04:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2284.67,0
2024-01-01 08:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2304.47,0
2024-01-01 12:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2314.7,0
2024-01-01 16:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2337.26,0
2024-01-01 20:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2352.04,0
2024-01-02 00:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2386.43,0
2024-01-02 04:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2385.84,0
2024-01-02 08:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2391.24,0
2024-01-02 12:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2357.48,0
2024-01-02 16:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2369.19,0
2024-01-02 20:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2355.34,0
2024-01-03 00:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2368.51,0
2024-01-03 04:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2361.64,0
2024-01-03 08:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2307.68,0
2024-01-03 12:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2240.4,0
2024-01-03 16:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2206.53,0
2024-01-03 20:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2209.72,0
2024-01-04 00:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2231.08,0
2024-01-04 04:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2221.85,0
2024-01-04 08:00:00+00:00,ETHUSDT,10000.0,0.0,10000.0,2228.14,0
