timestamp,symbol,cash,unrealized_pnl,equity,close,in_position
2024-01-01 00:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,42330.49,0
2024-01-01 04:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,42492.46,0
2024-01-01 08:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,42690.2,0
2024-01-01 12:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,42783.05,0
2024-01-01 16:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,43517.99,0
2024-01-01 20:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,44179.55,0
2024-01-02 00:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,45402.38,0
2024-01-02 04:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,45455.53,0
2024-01-02 08:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,45433.99,0
2024-01-02 12:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,45184.82,0
2024-01-02 16:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,45039.49,0
2024-01-02 20:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,44946.91,0
2024-01-03 00:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,45262.69,0
2024-01-03 04:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,45011.77,0
2024-01-03 08:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,43702.88,0
2024-01-03 12:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,43000.01,0
2024-01-03 16:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,42596.67,0
2024-01-03 20:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,42845.23,0
2024-01-04 00:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,43102.8,0
2024-01-04 04:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,42763.08,0
2024-01-04 08:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,43176.32,0
2024-01-04 12:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,44051.1,0
2024-01-04 16:00:00+00:00,BTCUSDT,10000.0,0.0,10000.0,43956.48,0
