symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,notional,margin_used,leverage,gross_pnl,fees,funding_pnl,net_pnl,r_multiple,bars_held,exit_reason,variant
BTCUSDT,long,2021-05-03 13:15:00+00:00,2021-05-03 13:20:00+00:00,58722.8070325,58527.277053875536,0.013623326956377304,800.0,400.0,2,-2.663768828574552,0.6389344924685703,0.0,-3.302703321043122,-1.3401734801244347,1,stop_loss,long_only
BTCUSDT,long,2021-05-07 20:05:00+00:00,2021-05-07 20:20:00+00:00,57864.58253000001,57854.39973849045,0.01100571567758542,636.8411431273564,318.4205715636782,2,-0.11206890815830867,0.5094280869386218,0.0,-0.6214969950969305,-0.20750833426467016,3,stop_loss,long_only
BTCUSDT,long,2021-05-31 13:20:00+00:00,2021-05-31 13:35:00+00:00,36954.53632500001,36771.607007207065,0.011950445167476764,441.6231600414409,220.81158002072044,2,-2.1860867818084975,0.35242409332042934,0.0,-2.5385108751289267,-0.8478338265948211,3,stop_loss,long_only
BTCUSDT,long,2021-06-03 08:10:00+00:00,2021-06-03 08:30:00+00:00,38769.70000250001,38760.00757749938,0.01620633058509883,628.314574925622,314.157287462811,2,-0.15707864373143507,0.5025888284830051,0.0,-0.6596674722144401,-0.22060200091487778,4,stop_loss,long_only
BTCUSDT,long,2021-06-29 08:25:00+00:00,2021-06-29 08:45:00+00:00,34988.364905,35003.42862921857,0.014793187359253807,517.5894374336056,258.7947187168028,2,0.22284049469342634,0.4141606861447618,0.0,-0.19132019145133547,-0.06400131796118594,4,stop_loss,long_only
BTCUSDT,long,2021-08-01 00:50:00+00:00,2021-08-01 01:15:00+00:00,41746.5240225,41736.08739149438,0.01492246000151215,622.9608349279224,311.4804174639612,2,-0.15574020873192337,0.4983063718588452,0.0,-0.6540465805907686,-0.21881570294161246,5,stop_loss,long_only
BTCUSDT,long,2021-08-07 11:25:00+00:00,2021-08-07 12:05:00+00:00,43700.2323275,43972.05675141059,0.014572672789283486,636.8291865243258,318.4145932621629,2,3.9612083857845373,0.5110478325737744,0.0,3.450160553210763,1.1546535103552946,8,take_profit,long_only
BTCUSDT,long,2021-08-09 15:15:00+00:00,2021-08-09 16:10:00+00:00,45895.54101750001,45884.06713224563,0.010509254947175804,482.32794149147196,241.16397074573598,2,-0.12058198537285937,0.38581412039902846,-0.04834683951451725,-0.5547429452864051,-0.1853329437479036,11,stop_loss,long_only
BTCUSDT,long,2021-09-03 11:40:00+00:00,2021-09-03 12:20:00+00:00,50040.807075000004,50152.17418186488,0.011608728136733375,580.9101250763991,290.45506253819957,2,1.2928304669688833,0.4652452322479068,0.0,0.8275852347209763,0.276563154399066,8,stop_loss,long_only
BTCUSDT,long,2021-09-05 11:15:00+00:00,2021-09-05 11:20:00+00:00,50167.40871750001,50002.5837718629,0.015912763353160282,798.3021029628478,399.1510514814239,2,-2.6228203546208757,0.63759255422843,0.0,-3.2604129088493057,-1.3451376298318316,1,stop_loss,long_only
