symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,notional,margin_used,leverage,gross_pnl,fees,funding_pnl,net_pnl,r_multiple,bars_held,exit_reason,variant
BTCUSDT,short,2021-05-10 12:30:00+00:00,2021-05-10 12:35:00+00:00,57845.674965,58242.669630256976,0.007844416210439461,453.7655503992581,226.88277519962904,2,-3.114191387599825,0.3642581168744464,0.0,-3.478449504474271,-1.1594831681580906,1,stop_loss,short_only
BTCUSDT,short,2021-05-23 11:20:00+00:00,2021-05-23 11:25:00+00:00,34817.3234925,35412.83642113187,0.005104783796225634,177.7349087924601,88.86745439623004,2,-3.039964748522841,0.1434039129333772,0.0,-3.183368661456218,-1.062971633728379,1,stop_loss,short_only
BTCUSDT,short,2021-06-17 16:10:00+00:00,2021-06-17 16:20:00+00:00,38801.037315,38554.39443425614,0.016092410345903217,624.4022143196828,312.2011071598414,2,3.969078445825934,0.4979341400774159,0.0,3.4711443057485183,1.1609150042483742,2,take_profit,short_only
BTCUSDT,short,2021-06-20 14:05:00+00:00,2021-06-20 14:10:00+00:00,33810.445275000005,34069.867222644825,0.011937565108808912,403.6143918281332,201.8071959140666,2,-3.0968663906640526,0.3241302600187722,0.0,-3.4209966506828247,-1.1421543378893733,1,stop_loss,short_only
BTCUSDT,short,2021-07-19 16:00:00+00:00,2021-07-19 16:45:00+00:00,30665.321752500004,30737.23674986463,0.020035894465260135,614.4071503763361,307.20357518816803,2,-1.4408812976671312,0.49210207282013574,-0.007558355935139161,-1.940541726422406,-0.6489927051058593,9,stop_loss,short_only
BTCUSDT,short,2021-07-30 11:45:00+00:00,2021-07-30 11:55:00+00:00,38706.6509175,38716.32758022938,0.017569377673404198,680.0517684421746,340.0258842210873,2,-0.1700129421105683,0.544109419930584,0.0,-0.7141223620411523,-0.2390630463020847,2,stop_loss,short_only
BTCUSDT,short,2021-08-03 08:05:00+00:00,2021-08-03 08:15:00+00:00,38436.22854,38554.26120619333,0.018367232341579675,705.9671399282356,352.9835699641178,2,-2.167933403869117,0.5656408853041361,0.0,-2.733574289173253,-0.9154327829594658,2,stop_loss,short_only
BTCUSDT,short,2021-08-31 04:50:00+00:00,2021-08-31 05:20:00+00:00,47120.1670125,47195.9909928429,0.016876002078550556,795.2000364445994,397.6000182222997,2,-1.2796056498706738,0.6366718714156279,0.0,-1.9162775212863017,-0.8980098490827785,6,stop_loss,short_only
BTCUSDT,short,2021-09-07 17:25:00+00:00,2021-09-07 18:15:00+00:00,47004.905835000005,46001.789774324134,0.00404995437482788,190.36772402483084,95.18386201241542,2,4.062574278394354,0.15066914950850693,0.0,3.9119051288858473,1.3131050838565765,10,take_profit,short_only
BTCUSDT,short,2021-09-17 22:50:00+00:00,2021-09-17 23:15:00+00:00,47128.215000000004,47127.33589202615,0.01689005805731533,795.9982874876392,397.9991437438196,2,0.014848184716995705,0.6367926907162246,0.0,-0.6219445059992288,-0.21551486504228032,5,stop_loss,short_only
