symbol,interval,variant,start,end,rows,frequency_class,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,return_over_drawdown,trade_count,trades_per_year,win_rate_pct,profit_factor,expectancy,avg_win,avg_loss,sharpe_simplified,exposure_time_pct,avg_trade_duration_bars,total_fees
BTCUSDT,5m,long_only,2021-05-01 00:00:00+00:00,2026-04-30 23:55:00+00:00,525888,reasonable,1831.29101631313,-8.435449184343502,-1.7482643613540239,8.452433909172674,-0.99799055218749,188,37.62575342465753,23.404255319148938,0.37955496410506034,-0.8973882111003705,2.345615886502958,-1.8883061298124986,-2.20821458722046,0.19871151271753681,5.558510638297872,103.51270795085799
BTCUSDT,5m,short_only,2021-05-01 00:00:00+00:00,2026-04-30 23:55:00+00:00,525888,reasonable,1855.7583075639138,-7.212084621804305,-1.4869352274379355,7.280599215972938,-0.9905894292301767,190,38.02602739726027,26.842105263157894,0.4442071357732612,-0.7591668022951924,2.2604411124709616,-1.8670804976410473,-1.9230492053960522,0.1920561032006815,5.315789473684211,95.79278544181756
BTCUSDT,5m,both,2021-05-01 00:00:00+00:00,2026-04-30 23:55:00+00:00,525888,reasonable,1700.721526967848,-14.963923651607603,-3.1920554350513775,14.979697380026103,-0.9989469928518361,374,74.85123287671233,25.13368983957219,0.40990131821265624,-0.8002098209415801,2.2115781791330367,-1.8113100781094869,-2.9077080848259746,0.3829712790556164,5.385026737967914,188.1443110132154
