variant,sample,cutoff,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,return_over_drawdown,trade_count,trades_per_year,win_rate_pct,profit_factor,expectancy,avg_win,avg_loss,sharpe_simplified,exposure_time_pct,avg_trade_duration_bars,total_fees
long_only,in_sample,2023-10-30 23:57:30+00:00,1898.3710515026416,-5.081447424867913,-2.066952911501274,5.172253812614236,-0.9824435553559143,104,41.651315789473685,20.192307692307693,0.3469272300213251,-0.9772014278592208,2.5708394161488637,-1.8748985088733146,-2.297415645483597,0.23731288791529756,6.0,56.05248629359674
long_only,out_of_sample,2023-10-30 23:57:30+00:00,1831.29101631313,-3.5335576328144547,-1.4304450178220574,3.8632388620542413,-0.9146619608541415,84,33.64144736842105,27.380952380952383,0.42321307086034415,-0.7985718474941748,2.1399770116088708,-1.906549286172373,-2.145759753632968,0.1601101375197761,5.011904761904762,47.46022165726124
short_only,in_sample,2023-10-30 23:57:30+00:00,1896.105438674722,-5.194728066263899,-2.113778655016507,5.258025823027602,-0.9879616877333525,106,42.452302631578945,24.528301886792452,0.3510832833331898,-0.980137370993195,2.1619251553395404,-2.001307692051334,-2.707661197420266,0.22400206888158694,5.556603773584905,53.49094735042335
short_only,out_of_sample,2023-10-30 23:57:30+00:00,1855.7583075639138,-2.1278949096316446,-0.8577062009588188,2.211975635121255,-0.9619884034188283,84,33.64144736842105,29.761904761904763,0.5941731636395152,-0.4803229894143797,2.362897707887639,-1.6850775221694725,-1.1181777717135728,0.1601101375197761,5.011904761904762,42.30183809139422
both,in_sample,2023-10-30 23:57:30+00:00,1797.417354758079,-10.129132262096052,-4.186944838247564,10.236232181121174,-0.9895371737246593,208,83.30263157894737,22.115384615384613,0.3416150755410089,-0.9739550252015374,2.2850807723514475,-1.8993602516671997,-3.570441991942673,0.45028599245466716,5.6923076923076925,105.3482893808366
both,out_of_sample,2023-10-30 23:57:30+00:00,1700.721526967848,-5.379709255296783,-2.1903147367052456,5.408686633360071,-0.9946424372444579,166,66.48190789473684,28.915662650602407,0.5152373576683189,-0.5825049866881392,2.1411381939653933,-1.6904276364455084,-2.1535848703031837,0.31565656565656564,5.0,82.7960216323788
